vector,geo,dguid,gender,age_group,indicators,coordinate,value
v1792547588,Saskatchewan,2021A000247,Women+,45 to 64 years,Perceived health - Very good or excellent,9.3.3.2.4,53.6
v1792547595,Saskatchewan,2021A000247,Women+,45 to 64 years,Perceived health - Fair or poor,9.3.3.3.4,13.6
v1792547602,Saskatchewan,2021A000247,Women+,45 to 64 years,Perceived mental health - Very good or excellent,9.3.3.4.4,52.3
v1792547609,Saskatchewan,2021A000247,Women+,45 to 64 years,Perceived mental health - Fair or poor,9.3.3.5.4,14.6
v1792547616,Saskatchewan,2021A000247,Women+,45 to 64 years,Has a regular health care provider,9.3.3.6.4,89.2
v1792547623,Saskatchewan,2021A000247,Women+,45 to 64 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,9.3.3.7.4,81.2
v1792547630,Saskatchewan,2021A000247,Women+,45 to 64 years,Quality of consultation in the past 12 months - Very good or excellent,9.3.3.8.4,73.6
v1792547637,Saskatchewan,2021A000247,Women+,45 to 64 years,Quality of consultation in the past 12 months - Fair or poor,9.3.3.9.4,10.4
v1792547644,Saskatchewan,2021A000247,Women+,45 to 64 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,9.3.3.10.4,38.4
v1792547651,Saskatchewan,2021A000247,Women+,45 to 64 years,Consulted a medical specialist for an initial consultation in the past 12 months,9.3.3.11.4,32.7
v1792547658,Saskatchewan,2021A000247,Women+,45 to 64 years,Experienced difficulties getting specialist care in the past 12 months,9.3.3.12.4,30.8
v1792547665,Saskatchewan,2021A000247,Women+,45 to 64 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,9.3.3.13.4,52.5
v1792547672,Saskatchewan,2021A000247,Women+,45 to 64 years,Level of coordination between health care providers in the past 12 months - Fair or poor,9.3.3.14.4,23.5
v1792547679,Saskatchewan,2021A000247,Women+,45 to 64 years,Experienced discrimination in a health care setting in the past 12 months,9.3.3.15.4,10.5
v1792547686,Saskatchewan,2021A000247,Women+,45 to 64 years,Had unmet health care needs in the past 12 months,9.3.3.16.4,20.2
v1792547693,Saskatchewan,2021A000247,Women+,45 to 64 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",9.3.3.17.4,13.0
v1792547700,Saskatchewan,2021A000247,Women+,45 to 64 years,Has insurance that covers all or part of the cost of prescription medications,9.3.3.18.4,85.1
v1792547707,Saskatchewan,2021A000247,Women+,65 years and over,Has at least one chronic condition,9.3.4.1.4,78.0
v1792547714,Saskatchewan,2021A000247,Women+,65 years and over,Perceived health - Very good or excellent,9.3.4.2.4,40.8
v1792547721,Saskatchewan,2021A000247,Women+,65 years and over,Perceived health - Fair or poor,9.3.4.3.4,18.5
v1792547728,Saskatchewan,2021A000247,Women+,65 years and over,Perceived mental health - Very good or excellent,9.3.4.4.4,57.2
v1792547735,Saskatchewan,2021A000247,Women+,65 years and over,Perceived mental health - Fair or poor,9.3.4.5.4,8.5
v1792547742,Saskatchewan,2021A000247,Women+,65 years and over,Has a regular health care provider,9.3.4.6.4,90.5
v1792547749,Saskatchewan,2021A000247,Women+,65 years and over,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,9.3.4.7.4,82.2
v1792547756,Saskatchewan,2021A000247,Women+,65 years and over,Quality of consultation in the past 12 months - Very good or excellent,9.3.4.8.4,79.3
v1792547763,Saskatchewan,2021A000247,Women+,65 years and over,Quality of consultation in the past 12 months - Fair or poor,9.3.4.9.4,5.7
v1792547770,Saskatchewan,2021A000247,Women+,65 years and over,Experienced difficulties getting non-urgent primary health care in the past 12 months,9.3.4.10.4,26.7
v1792547777,Saskatchewan,2021A000247,Women+,65 years and over,Consulted a medical specialist for an initial consultation in the past 12 months,9.3.4.11.4,35.8
v1792547784,Saskatchewan,2021A000247,Women+,65 years and over,Experienced difficulties getting specialist care in the past 12 months,9.3.4.12.4,21.1
v1792547791,Saskatchewan,2021A000247,Women+,65 years and over,Level of coordination between health care providers in the past 12 months - Very good or excellent,9.3.4.13.4,57.5
v1792547798,Saskatchewan,2021A000247,Women+,65 years and over,Level of coordination between health care providers in the past 12 months - Fair or poor,9.3.4.14.4,16.6
v1792547805,Saskatchewan,2021A000247,Women+,65 years and over,Experienced discrimination in a health care setting in the past 12 months,9.3.4.15.4,6.1
v1792547812,Saskatchewan,2021A000247,Women+,65 years and over,Had unmet health care needs in the past 12 months,9.3.4.16.4,12.8
v1792547819,Saskatchewan,2021A000247,Women+,65 years and over,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",9.3.4.17.4,6.8
v1792547826,Saskatchewan,2021A000247,Women+,65 years and over,Has insurance that covers all or part of the cost of prescription medications,9.3.4.18.4,70.0
v1792547833,Alberta,2021A000248,Both genders,"Total, 18 years and over",Has at least one chronic condition,10.1.1.1.4,51.6
v1792547840,Alberta,2021A000248,Both genders,"Total, 18 years and over",Perceived health - Very good or excellent,10.1.1.2.4,54.7
v1792547847,Alberta,2021A000248,Both genders,"Total, 18 years and over",Perceived health - Fair or poor,10.1.1.3.4,13.2
v1792547854,Alberta,2021A000248,Both genders,"Total, 18 years and over",Perceived mental health - Very good or excellent,10.1.1.4.4,54.4
v1792547861,Alberta,2021A000248,Both genders,"Total, 18 years and over",Perceived mental health - Fair or poor,10.1.1.5.4,16.1
v1792547868,Alberta,2021A000248,Both genders,"Total, 18 years and over",Has a regular health care provider,10.1.1.6.4,83.7
v1792547875,Alberta,2021A000248,Both genders,"Total, 18 years and over",Consulted a health care provider for a non-urgent primary health care need in the past 12 months,10.1.1.7.4,78.4
v1792547882,Alberta,2021A000248,Both genders,"Total, 18 years and over",Quality of consultation in the past 12 months - Very good or excellent,10.1.1.8.4,71.5
v1792547889,Alberta,2021A000248,Both genders,"Total, 18 years and over",Quality of consultation in the past 12 months - Fair or poor,10.1.1.9.4,9.8
v1792547896,Alberta,2021A000248,Both genders,"Total, 18 years and over",Experienced difficulties getting non-urgent primary health care in the past 12 months,10.1.1.10.4,37.5
v1792547903,Alberta,2021A000248,Both genders,"Total, 18 years and over",Consulted a medical specialist for an initial consultation in the past 12 months,10.1.1.11.4,33.9
v1792547910,Alberta,2021A000248,Both genders,"Total, 18 years and over",Experienced difficulties getting specialist care in the past 12 months,10.1.1.12.4,29.8
v1792547917,Alberta,2021A000248,Both genders,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Very good or excellent,10.1.1.13.4,54.1
v1792547924,Alberta,2021A000248,Both genders,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Fair or poor,10.1.1.14.4,19.9
v1792547931,Alberta,2021A000248,Both genders,"Total, 18 years and over",Experienced discrimination in a health care setting in the past 12 months,10.1.1.15.4,9.2
v1792547938,Alberta,2021A000248,Both genders,"Total, 18 years and over",Had unmet health care needs in the past 12 months,10.1.1.16.4,19.3
v1792547945,Alberta,2021A000248,Both genders,"Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",10.1.1.17.4,16.0
v1792547952,Alberta,2021A000248,Both genders,"Total, 18 years and over",Has insurance that covers all or part of the cost of prescription medications,10.1.1.18.4,85.5
v1792547959,Alberta,2021A000248,Both genders,18 to 44 years,Has at least one chronic condition,10.1.2.1.4,37.7
v1792547966,Alberta,2021A000248,Both genders,18 to 44 years,Perceived health - Very good or excellent,10.1.2.2.4,62.8
v1792547973,Alberta,2021A000248,Both genders,18 to 44 years,Perceived health - Fair or poor,10.1.2.3.4,9.5
v1792547980,Alberta,2021A000248,Both genders,18 to 44 years,Perceived mental health - Very good or excellent,10.1.2.4.4,49.0
v1792547987,Alberta,2021A000248,Both genders,18 to 44 years,Perceived mental health - Fair or poor,10.1.2.5.4,20.8
v1792547994,Alberta,2021A000248,Both genders,18 to 44 years,Has a regular health care provider,10.1.2.6.4,78.3
v1792548001,Alberta,2021A000248,Both genders,18 to 44 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,10.1.2.7.4,74.3
v1792548008,Alberta,2021A000248,Both genders,18 to 44 years,Quality of consultation in the past 12 months - Very good or excellent,10.1.2.8.4,65.5
v1792548015,Alberta,2021A000248,Both genders,18 to 44 years,Quality of consultation in the past 12 months - Fair or poor,10.1.2.9.4,12.9
v1792548022,Alberta,2021A000248,Both genders,18 to 44 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,10.1.2.10.4,42.3
v1792548029,Alberta,2021A000248,Both genders,18 to 44 years,Consulted a medical specialist for an initial consultation in the past 12 months,10.1.2.11.4,29.8
v1792548036,Alberta,2021A000248,Both genders,18 to 44 years,Experienced difficulties getting specialist care in the past 12 months,10.1.2.12.4,31.7
v1792548043,Alberta,2021A000248,Both genders,18 to 44 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,10.1.2.13.4,45.2
v1792548050,Alberta,2021A000248,Both genders,18 to 44 years,Level of coordination between health care providers in the past 12 months - Fair or poor,10.1.2.14.4,27.0
v1792548057,Alberta,2021A000248,Both genders,18 to 44 years,Experienced discrimination in a health care setting in the past 12 months,10.1.2.15.4,12.5
v1792548064,Alberta,2021A000248,Both genders,18 to 44 years,Had unmet health care needs in the past 12 months,10.1.2.16.4,22.8
v1792548071,Alberta,2021A000248,Both genders,18 to 44 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",10.1.2.17.4,21.1
v1792548078,Alberta,2021A000248,Both genders,18 to 44 years,Has insurance that covers all or part of the cost of prescription medications,10.1.2.18.4,82.9
v1792548085,Alberta,2021A000248,Both genders,45 to 64 years,Has at least one chronic condition,10.1.3.1.4,55.5
v1792548092,Alberta,2021A000248,Both genders,45 to 64 years,Perceived health - Very good or excellent,10.1.3.2.4,51.6
v1792548099,Alberta,2021A000248,Both genders,45 to 64 years,Perceived health - Fair or poor,10.1.3.3.4,12.9
v1792548106,Alberta,2021A000248,Both genders,45 to 64 years,Perceived mental health - Very good or excellent,10.1.3.4.4,57.9
v1792548113,Alberta,2021A000248,Both genders,45 to 64 years,Perceived mental health - Fair or poor,10.1.3.5.4,12.4
v1792548120,Alberta,2021A000248,Both genders,45 to 64 years,Has a regular health care provider,10.1.3.6.4,86.3
v1792548127,Alberta,2021A000248,Both genders,45 to 64 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,10.1.3.7.4,79.4
v1792548134,Alberta,2021A000248,Both genders,45 to 64 years,Quality of consultation in the past 12 months - Very good or excellent,10.1.3.8.4,74.3
v1792548141,Alberta,2021A000248,Both genders,45 to 64 years,Quality of consultation in the past 12 months - Fair or poor,10.1.3.9.4,7.8
v1792548148,Alberta,2021A000248,Both genders,45 to 64 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,10.1.3.10.4,37.1
v1792548155,Alberta,2021A000248,Both genders,45 to 64 years,Consulted a medical specialist for an initial consultation in the past 12 months,10.1.3.11.4,34.5
v1792548162,Alberta,2021A000248,Both genders,45 to 64 years,Experienced difficulties getting specialist care in the past 12 months,10.1.3.12.4,29.8
v1792548169,Alberta,2021A000248,Both genders,45 to 64 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,10.1.3.13.4,54.8
v1792548176,Alberta,2021A000248,Both genders,45 to 64 years,Level of coordination between health care providers in the past 12 months - Fair or poor,10.1.3.14.4,18.6
v1792548183,Alberta,2021A000248,Both genders,45 to 64 years,Experienced discrimination in a health care setting in the past 12 months,10.1.3.15.4,7.4
v1792548190,Alberta,2021A000248,Both genders,45 to 64 years,Had unmet health care needs in the past 12 months,10.1.3.16.4,17.0
v1792548197,Alberta,2021A000248,Both genders,45 to 64 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",10.1.3.17.4,12.9
v1792548204,Alberta,2021A000248,Both genders,45 to 64 years,Has insurance that covers all or part of the cost of prescription medications,10.1.3.18.4,86.4
v1792548211,Alberta,2021A000248,Both genders,65 years and over,Has at least one chronic condition,10.1.4.1.4,81.4
v1792548218,Alberta,2021A000248,Both genders,65 years and over,Perceived health - Very good or excellent,10.1.4.2.4,38.2
v1792548225,Alberta,2021A000248,Both genders,65 years and over,Perceived health - Fair or poor,10.1.4.3.4,23.2
v1792548232,Alberta,2021A000248,Both genders,65 years and over,Perceived mental health - Very good or excellent,10.1.4.4.4,63.1
v1792548239,Alberta,2021A000248,Both genders,65 years and over,Perceived mental health - Fair or poor,10.1.4.5.4,9.5
v1792548246,Alberta,2021A000248,Both genders,65 years and over,Has a regular health care provider,10.1.4.6.4,93.7
v1792548253,Alberta,2021A000248,Both genders,65 years and over,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,10.1.4.7.4,87.8
v1792548260,Alberta,2021A000248,Both genders,65 years and over,Quality of consultation in the past 12 months - Very good or excellent,10.1.4.8.4,80.9
v1792548267,Alberta,2021A000248,Both genders,65 years and over,Quality of consultation in the past 12 months - Fair or poor,10.1.4.9.4,5.6
v1792548274,Alberta,2021A000248,Both genders,65 years and over,Experienced difficulties getting non-urgent primary health care in the past 12 months,10.1.4.10.4,25.3
v1792548281,Alberta,2021A000248,Both genders,65 years and over,Consulted a medical specialist for an initial consultation in the past 12 months,10.1.4.11.4,43.7
v1792548288,Alberta,2021A000248,Both genders,65 years and over,Experienced difficulties getting specialist care in the past 12 months,10.1.4.12.4,24.6
v1792548295,Alberta,2021A000248,Both genders,65 years and over,Level of coordination between health care providers in the past 12 months - Very good or excellent,10.1.4.13.4,67.6
v1792548302,Alberta,2021A000248,Both genders,65 years and over,Level of coordination between health care providers in the past 12 months - Fair or poor,10.1.4.14.4,10.1
v1792548309,Alberta,2021A000248,Both genders,65 years and over,Experienced discrimination in a health care setting in the past 12 months,10.1.4.15.4,4.2
v1792548316,Alberta,2021A000248,Both genders,65 years and over,Had unmet health care needs in the past 12 months,10.1.4.16.4,13.5
v1792548323,Alberta,2021A000248,Both genders,65 years and over,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",10.1.4.17.4,10.1
v1792548330,Alberta,2021A000248,Both genders,65 years and over,Has insurance that covers all or part of the cost of prescription medications,10.1.4.18.4,90.8
v1792548337,Alberta,2021A000248,Men+,"Total, 18 years and over",Has at least one chronic condition,10.2.1.1.4,48.2
v1792548344,Alberta,2021A000248,Men+,"Total, 18 years and over",Perceived health - Very good or excellent,10.2.1.2.4,55.7
v1792548351,Alberta,2021A000248,Men+,"Total, 18 years and over",Perceived health - Fair or poor,10.2.1.3.4,12.2
v1792548358,Alberta,2021A000248,Men+,"Total, 18 years and over",Perceived mental health - Very good or excellent,10.2.1.4.4,57.2
v1792548365,Alberta,2021A000248,Men+,"Total, 18 years and over",Perceived mental health - Fair or poor,10.2.1.5.4,14.4
v1792548372,Alberta,2021A000248,Men+,"Total, 18 years and over",Has a regular health care provider,10.2.1.6.4,80.0
v1792548379,Alberta,2021A000248,Men+,"Total, 18 years and over",Consulted a health care provider for a non-urgent primary health care need in the past 12 months,10.2.1.7.4,72.1
v1792548386,Alberta,2021A000248,Men+,"Total, 18 years and over",Quality of consultation in the past 12 months - Very good or excellent,10.2.1.8.4,71.1
v1792548393,Alberta,2021A000248,Men+,"Total, 18 years and over",Quality of consultation in the past 12 months - Fair or poor,10.2.1.9.4,9.3
v1792548400,Alberta,2021A000248,Men+,"Total, 18 years and over",Experienced difficulties getting non-urgent primary health care in the past 12 months,10.2.1.10.4,32.3
v1792548407,Alberta,2021A000248,Men+,"Total, 18 years and over",Consulted a medical specialist for an initial consultation in the past 12 months,10.2.1.11.4,29.5
v1792548414,Alberta,2021A000248,Men+,"Total, 18 years and over",Experienced difficulties getting specialist care in the past 12 months,10.2.1.12.4,25.1
v1792548421,Alberta,2021A000248,Men+,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Very good or excellent,10.2.1.13.4,60.4
v1792548428,Alberta,2021A000248,Men+,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Fair or poor,10.2.1.14.4,15.5
v1792548435,Alberta,2021A000248,Men+,"Total, 18 years and over",Experienced discrimination in a health care setting in the past 12 months,10.2.1.15.4,6.1
v1792548442,Alberta,2021A000248,Men+,"Total, 18 years and over",Had unmet health care needs in the past 12 months,10.2.1.16.4,16.2
v1792548449,Alberta,2021A000248,Men+,"Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",10.2.1.17.4,14.0
v1792548456,Alberta,2021A000248,Men+,"Total, 18 years and over",Has insurance that covers all or part of the cost of prescription medications,10.2.1.18.4,83.9
v1792548463,Alberta,2021A000248,Men+,18 to 44 years,Has at least one chronic condition,10.2.2.1.4,33.1
v1792548470,Alberta,2021A000248,Men+,18 to 44 years,Perceived health - Very good or excellent,10.2.2.2.4,64.1
v1792548477,Alberta,2021A000248,Men+,18 to 44 years,Perceived health - Fair or poor,10.2.2.3.4,8.7
v1792548484,Alberta,2021A000248,Men+,18 to 44 years,Perceived mental health - Very good or excellent,10.2.2.4.4,53.0
v1792548491,Alberta,2021A000248,Men+,18 to 44 years,Perceived mental health - Fair or poor,10.2.2.5.4,19.1
v1792548498,Alberta,2021A000248,Men+,18 to 44 years,Has a regular health care provider,10.2.2.6.4,72.3
v1792548505,Alberta,2021A000248,Men+,18 to 44 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,10.2.2.7.4,64.1
v1792548512,Alberta,2021A000248,Men+,18 to 44 years,Quality of consultation in the past 12 months - Very good or excellent,10.2.2.8.4,64.8
v1792548519,Alberta,2021A000248,Men+,18 to 44 years,Quality of consultation in the past 12 months - Fair or poor,10.2.2.9.4,13.2
v1792548526,Alberta,2021A000248,Men+,18 to 44 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,10.2.2.10.4,34.4
v1792548533,Alberta,2021A000248,Men+,18 to 44 years,Consulted a medical specialist for an initial consultation in the past 12 months,10.2.2.11.4,24.3
v1792548540,Alberta,2021A000248,Men+,18 to 44 years,Experienced difficulties getting specialist care in the past 12 months,10.2.2.12.4,24.1
v1792548547,Alberta,2021A000248,Men+,18 to 44 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,10.2.2.13.4,51.3
v1792548554,Alberta,2021A000248,Men+,18 to 44 years,Level of coordination between health care providers in the past 12 months - Fair or poor,10.2.2.14.4,21.2
v1792548561,Alberta,2021A000248,Men+,18 to 44 years,Experienced discrimination in a health care setting in the past 12 months,10.2.2.15.4,8.3
v1792548568,Alberta,2021A000248,Men+,18 to 44 years,Had unmet health care needs in the past 12 months,10.2.2.16.4,19.7
v1792548575,Alberta,2021A000248,Men+,18 to 44 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",10.2.2.17.4,18.5
v1792548582,Alberta,2021A000248,Men+,18 to 44 years,Has insurance that covers all or part of the cost of prescription medications,10.2.2.18.4,80.8
v1792548589,Alberta,2021A000248,Men+,45 to 64 years,Has at least one chronic condition,10.2.3.1.4,52.7
v1792548596,Alberta,2021A000248,Men+,45 to 64 years,Perceived health - Very good or excellent,10.2.3.2.4,53.8
v1792548603,Alberta,2021A000248,Men+,45 to 64 years,Perceived health - Fair or poor,10.2.3.3.4,11.2
v1792548610,Alberta,2021A000248,Men+,45 to 64 years,Perceived mental health - Very good or excellent,10.2.3.4.4,59.3
v1792548617,Alberta,2021A000248,Men+,45 to 64 years,Perceived mental health - Fair or poor,10.2.3.5.4,10.7
v1792548624,Alberta,2021A000248,Men+,45 to 64 years,Has a regular health care provider,10.2.3.6.4,84.8
v1792548631,Alberta,2021A000248,Men+,45 to 64 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,10.2.3.7.4,75.7
v1792548638,Alberta,2021A000248,Men+,45 to 64 years,Quality of consultation in the past 12 months - Very good or excellent,10.2.3.8.4,73.6
v1792548645,Alberta,2021A000248,Men+,45 to 64 years,Quality of consultation in the past 12 months - Fair or poor,10.2.3.9.4,7.7
v1792548652,Alberta,2021A000248,Men+,45 to 64 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,10.2.3.10.4,33.1
v1792548659,Alberta,2021A000248,Men+,45 to 64 years,Consulted a medical specialist for an initial consultation in the past 12 months,10.2.3.11.4,29.3
v1792548666,Alberta,2021A000248,Men+,45 to 64 years,Experienced difficulties getting specialist care in the past 12 months,10.2.3.12.4,26.0
v1792548673,Alberta,2021A000248,Men+,45 to 64 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,10.2.3.13.4,58.8
v1792548680,Alberta,2021A000248,Men+,45 to 64 years,Level of coordination between health care providers in the past 12 months - Fair or poor,10.2.3.14.4,16.2
v1792548694,Alberta,2021A000248,Men+,45 to 64 years,Had unmet health care needs in the past 12 months,10.2.3.16.4,13.4
v1792548701,Alberta,2021A000248,Men+,45 to 64 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",10.2.3.17.4,11.4
v1792548708,Alberta,2021A000248,Men+,45 to 64 years,Has insurance that covers all or part of the cost of prescription medications,10.2.3.18.4,84.9
v1792548715,Alberta,2021A000248,Men+,65 years and over,Has at least one chronic condition,10.2.4.1.4,82.0
v1792548722,Alberta,2021A000248,Men+,65 years and over,Perceived health - Very good or excellent,10.2.4.2.4,35.5
v1792548729,Alberta,2021A000248,Men+,65 years and over,Perceived health - Fair or poor,10.2.4.3.4,23.8
v1792548736,Alberta,2021A000248,Men+,65 years and over,Perceived mental health - Very good or excellent,10.2.4.4.4,65.5
v1792548743,Alberta,2021A000248,Men+,65 years and over,Perceived mental health - Fair or poor,10.2.4.5.4,7.4
v1792548750,Alberta,2021A000248,Men+,65 years and over,Has a regular health care provider,10.2.4.6.4,93.3
v1792548757,Alberta,2021A000248,Men+,65 years and over,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,10.2.4.7.4,88.9
v1792548764,Alberta,2021A000248,Men+,65 years and over,Quality of consultation in the past 12 months - Very good or excellent,10.2.4.8.4,80.2
v1792548771,Alberta,2021A000248,Men+,65 years and over,Quality of consultation in the past 12 months - Fair or poor,10.2.4.9.4,3.7
v1792548778,Alberta,2021A000248,Men+,65 years and over,Experienced difficulties getting non-urgent primary health care in the past 12 months,10.2.4.10.4,25.1
v1792548785,Alberta,2021A000248,Men+,65 years and over,Consulted a medical specialist for an initial consultation in the past 12 months,10.2.4.11.4,44.8
v1792548792,Alberta,2021A000248,Men+,65 years and over,Experienced difficulties getting specialist care in the past 12 months,10.2.4.12.4,26.3
v1792548799,Alberta,2021A000248,Men+,65 years and over,Level of coordination between health care providers in the past 12 months - Very good or excellent,10.2.4.13.4,73.4
v1792548806,Alberta,2021A000248,Men+,65 years and over,Level of coordination between health care providers in the past 12 months - Fair or poor,10.2.4.14.4,7.8
v1792548813,Alberta,2021A000248,Men+,65 years and over,Experienced discrimination in a health care setting in the past 12 months,10.2.4.15.4,3.4
v1792548820,Alberta,2021A000248,Men+,65 years and over,Had unmet health care needs in the past 12 months,10.2.4.16.4,10.9
v1792548827,Alberta,2021A000248,Men+,65 years and over,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",10.2.4.17.4,9.7
v1792548834,Alberta,2021A000248,Men+,65 years and over,Has insurance that covers all or part of the cost of prescription medications,10.2.4.18.4,90.4
v1792548841,Alberta,2021A000248,Women+,"Total, 18 years and over",Has at least one chronic condition,10.3.1.1.4,55.0
v1792548848,Alberta,2021A000248,Women+,"Total, 18 years and over",Perceived health - Very good or excellent,10.3.1.2.4,53.7
v1792548855,Alberta,2021A000248,Women+,"Total, 18 years and over",Perceived health - Fair or poor,10.3.1.3.4,14.1
v1792548862,Alberta,2021A000248,Women+,"Total, 18 years and over",Perceived mental health - Very good or excellent,10.3.1.4.4,51.6
v1792548869,Alberta,2021A000248,Women+,"Total, 18 years and over",Perceived mental health - Fair or poor,10.3.1.5.4,17.7
v1792548876,Alberta,2021A000248,Women+,"Total, 18 years and over",Has a regular health care provider,10.3.1.6.4,87.4
v1792548883,Alberta,2021A000248,Women+,"Total, 18 years and over",Consulted a health care provider for a non-urgent primary health care need in the past 12 months,10.3.1.7.4,84.7
v1792548890,Alberta,2021A000248,Women+,"Total, 18 years and over",Quality of consultation in the past 12 months - Very good or excellent,10.3.1.8.4,71.8
v1792548897,Alberta,2021A000248,Women+,"Total, 18 years and over",Quality of consultation in the past 12 months - Fair or poor,10.3.1.9.4,10.1
v1792548904,Alberta,2021A000248,Women+,"Total, 18 years and over",Experienced difficulties getting non-urgent primary health care in the past 12 months,10.3.1.10.4,42.5
v1792548911,Alberta,2021A000248,Women+,"Total, 18 years and over",Consulted a medical specialist for an initial consultation in the past 12 months,10.3.1.11.4,38.2
v1792548918,Alberta,2021A000248,Women+,"Total, 18 years and over",Experienced difficulties getting specialist care in the past 12 months,10.3.1.12.4,34.3
v1792548925,Alberta,2021A000248,Women+,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Very good or excellent,10.3.1.13.4,49.3
v1792548932,Alberta,2021A000248,Women+,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Fair or poor,10.3.1.14.4,23.2
v1792548939,Alberta,2021A000248,Women+,"Total, 18 years and over",Experienced discrimination in a health care setting in the past 12 months,10.3.1.15.4,11.8
v1792548946,Alberta,2021A000248,Women+,"Total, 18 years and over",Had unmet health care needs in the past 12 months,10.3.1.16.4,22.4
v1792548953,Alberta,2021A000248,Women+,"Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",10.3.1.17.4,17.5
v1792548960,Alberta,2021A000248,Women+,"Total, 18 years and over",Has insurance that covers all or part of the cost of prescription medications,10.3.1.18.4,87.2
v1792548967,Alberta,2021A000248,Women+,18 to 44 years,Has at least one chronic condition,10.3.2.1.4,42.3
v1792548974,Alberta,2021A000248,Women+,18 to 44 years,Perceived health - Very good or excellent,10.3.2.2.4,61.5
v1792548981,Alberta,2021A000248,Women+,18 to 44 years,Perceived health - Fair or poor,10.3.2.3.4,10.4
v1792548988,Alberta,2021A000248,Women+,18 to 44 years,Perceived mental health - Very good or excellent,10.3.2.4.4,44.8
v1792548995,Alberta,2021A000248,Women+,18 to 44 years,Perceived mental health - Fair or poor,10.3.2.5.4,22.6
v1792549002,Alberta,2021A000248,Women+,18 to 44 years,Has a regular health care provider,10.3.2.6.4,84.4
v1792549009,Alberta,2021A000248,Women+,18 to 44 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,10.3.2.7.4,84.8
v1792549016,Alberta,2021A000248,Women+,18 to 44 years,Quality of consultation in the past 12 months - Very good or excellent,10.3.2.8.4,65.9
v1792549023,Alberta,2021A000248,Women+,18 to 44 years,Quality of consultation in the past 12 months - Fair or poor,10.3.2.9.4,12.7
v1792549030,Alberta,2021A000248,Women+,18 to 44 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,10.3.2.10.4,50.2
v1792549037,Alberta,2021A000248,Women+,18 to 44 years,Consulted a medical specialist for an initial consultation in the past 12 months,10.3.2.11.4,35.5
v1792549044,Alberta,2021A000248,Women+,18 to 44 years,Experienced difficulties getting specialist care in the past 12 months,10.3.2.12.4,39.2
v1792549051,Alberta,2021A000248,Women+,18 to 44 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,10.3.2.13.4,41.6
v1792549058,Alberta,2021A000248,Women+,18 to 44 years,Level of coordination between health care providers in the past 12 months - Fair or poor,10.3.2.14.4,30.5
v1792549065,Alberta,2021A000248,Women+,18 to 44 years,Experienced discrimination in a health care setting in the past 12 months,10.3.2.15.4,15.9
v1792549072,Alberta,2021A000248,Women+,18 to 44 years,Had unmet health care needs in the past 12 months,10.3.2.16.4,26.0
v1792549079,Alberta,2021A000248,Women+,18 to 44 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",10.3.2.17.4,23.0
